"id_log","id_user","lng","lat","accuracy","log_time"
"3173031","65","-5.9639832999999998","54.613564699999998","3.9000000953674001","2016-02-25 11:04:50"
"3173032","65","-5.9640408000000003","54.613553199999998","4","2016-02-25 11:04:54"
"3173033","65","-5.9640861999999997","54.6135339","4","2016-02-25 11:04:58"
"3173034","65","-5.9641291000000001","54.613518399999997","3.9000000953674001","2016-02-25 11:05:02"
"3173035","65","-5.9641677","54.6135351","4","2016-02-25 11:05:06"
"3173036","65","-5.9642004999999996","54.613542000000002","4","2016-02-25 11:05:10"
"3173037","65","-5.9642486000000003","54.6135357","5","2016-02-25 11:05:14"
"3173038","65","-5.9643163000000001","54.613544300000001","5","2016-02-25 11:05:18"
"3173039","65","-5.9643360999999997","54.613559100000003","5","2016-02-25 11:05:22"
"3173040","65","-5.9643899999999999","54.613567600000003","5","2016-02-25 11:05:26"
"3173041","65","-5.9644605000000004","54.613616499999999","4","2016-02-25 11:05:30"
"3173042","65","-5.9645108000000002","54.613641200000004","4","2016-02-25 11:05:34"
"3173043","65","-5.9645096999999998","54.613640799999999","4","2016-02-25 11:05:38"
"3173044","65","-5.9645463999999997","54.613635899999998","4","2016-02-25 11:05:42"
"3173045","65","-5.9646108","54.6136415","3.9000000953674001","2016-02-25 11:05:47"
"3173046","65","-5.9646524000000003","54.613653599999999","3.9000000953674001","2016-02-25 11:05:51"
"3173047","65","-5.9646781999999998","54.613677500000001","3.9000000953674001","2016-02-25 11:05:55"
"3173048","65","-5.9646939999999997","54.613680899999999","3.9000000953674001","2016-02-25 11:05:59"
"3173049","65","-5.9647157000000002","54.613721300000002","3.9000000953674001","2016-02-25 11:06:03"
"3173050","65","-5.9647036","54.613736099999997","3.9000000953674001","2016-02-25 11:06:07"
"3173051","65","-5.9647309999999996","54.613736400000001","3.9000000953674001","2016-02-25 11:06:11"
"3173052","65","-5.9647929","54.613732400000004","3.9000000953674001","2016-02-25 11:06:16"
"3173053","65","-5.9648405000000002","54.613721499999997","3.9000000953674001","2016-02-25 11:06:20"
"3173054","65","-5.9648763999999996","54.613729900000003","3.9000000953674001","2016-02-25 11:06:24"
"3173055","65","-5.9649428000000002","54.6137406","3.9000000953674001","2016-02-25 11:06:28"
"3173056","65","-5.9649903000000002","54.613778500000002","3.9000000953674001","2016-02-25 11:06:32"
"3173057","65","-5.9650337000000002","54.613801199999997","4","2016-02-25 11:06:36"
"3173058","65","-5.9650965999999999","54.6138105","4","2016-02-25 11:06:41"
"3173059","65","-5.9650971000000004","54.613857600000003","4","2016-02-25 11:06:45"
"3173060","65","-5.9651544999999997","54.613886200000003","4","2016-02-25 11:06:49"
"3173061","65","-5.9651842999999998","54.6139072","4","2016-02-25 11:06:53"
"3173062","65","-5.9651886999999997","54.613930400000001","3.9000000953674001","2016-02-25 11:06:57"
"3173063","65","-5.965185","54.613967100000004","3.9000000953674001","2016-02-25 11:07:01"
"3173064","65","-5.9652113","54.613993800000003","3.9000000953674001","2016-02-25 11:07:05"
"3173065","65","-5.9652545000000003","54.614013100000001","3.9000000953674001","2016-02-25 11:07:09"
"3173066","65","-5.9653200000000002","54.614027100000001","3.9000000953674001","2016-02-25 11:07:13"
"3173067","65","-5.9653689999999999","54.614073900000001","3.9000000953674001","2016-02-25 11:07:17"
"3173068","65","-5.9654071999999996","54.614082199999999","3.9000000953674001","2016-02-25 11:07:21"
"3173069","65","-5.9654574","54.614101099999999","3.9000000953674001","2016-02-25 11:07:25"
"3173070","65","-5.9654917000000003","54.614144199999998","3.9000000953674001","2016-02-25 11:07:29"
"3173071","65","-5.9655297000000003","54.6141741","3.9000000953674001","2016-02-25 11:07:33"
"3173072","65","-5.9655521","54.614216399999997","3.9000000953674001","2016-02-25 11:07:37"
"3173073","65","-5.9655914000000001","54.614248500000002","3.9000000953674001","2016-02-25 11:07:41"
"3173074","65","-5.9656232999999999","54.614270900000001","3.9000000953674001","2016-02-25 11:07:45"
"3173075","65","-5.9656456000000002","54.614293699999998","3.9000000953674001","2016-02-25 11:07:49"
"3173076","65","-5.9656693000000001","54.614314700000001","3.9000000953674001","2016-02-25 11:07:53"
"3173077","65","-5.9656905","54.614343900000001","3.9000000953674001","2016-02-25 11:07:57"
"3173078","65","-5.9657206","54.614384700000002","3.9000000953674001","2016-02-25 11:08:01"
"3173079","65","-5.9656972000000001","54.614420899999999","3.9000000953674001","2016-02-25 11:08:06"
"3173080","65","-5.9656896000000001","54.614429899999998","3.9000000953674001","2016-02-25 11:08:11"
"3173081","65","-5.9657264999999997","54.614466399999998","3.9000000953674001","2016-02-25 11:08:15"
"3173082","65","-5.9657445999999998","54.614469100000001","3.9000000953674001","2016-02-25 11:08:19"
"3173083","65","-5.9657736000000003","54.614479299999999","3.9000000953674001","2016-02-25 11:08:23"
"3173084","65","-5.9658388000000002","54.614501300000001","3.9000000953674001","2016-02-25 11:08:27"
"3173085","65","-5.9658670000000003","54.614521699999997","3.9000000953674001","2016-02-25 11:08:31"
"3173086","65","-5.9658981999999998","54.614557599999998","3.9000000953674001","2016-02-25 11:08:35"
"3173087","65","-5.9658556999999997","54.614541600000003","14.791000366211","2016-02-25 11:08:39"
"3173088","65","-5.9658556999999997","54.614541600000003","14.791000366211","2016-02-25 11:08:43"
"3173089","65","-5.9659753000000002","54.6146198","3.9000000953674001","2016-02-25 11:08:47"
"3173090","65","-5.9659921000000002","54.6146466","3.9000000953674001","2016-02-25 11:08:51"
"3173091","65","-5.9659979999999999","54.6146855","3.9000000953674001","2016-02-25 11:08:55"
"3173092","65","-5.9660238000000003","54.614715199999999","3.9000000953674001","2016-02-25 11:08:59"
"3173093","65","-5.9660694999999997","54.6147426","3.9000000953674001","2016-02-25 11:09:03"
"3173094","65","-5.9661011999999998","54.614761000000001","3.9000000953674001","2016-02-25 11:09:07"
"3173095","65","-5.9661042000000002","54.614785099999999","3.9000000953674001","2016-02-25 11:09:12"
"3173096","65","-5.9660634000000003","54.614819500000003","3.9000000953674001","2016-02-25 11:09:16"
"3173097","65","-5.9660674","54.614865299999998","3.9000000953674001","2016-02-25 11:09:20"
"3173098","65","-5.9660646000000002","54.614885999999998","3.9000000953674001","2016-02-25 11:09:24"
"3173099","65","-5.9660570999999996","54.614901099999997","3.9000000953674001","2016-02-25 11:09:28"
"3173100","65","-5.9660310000000001","54.614935500000001","3.9000000953674001","2016-02-25 11:09:32"
"3173101","65","-5.9660295999999997","54.614954300000001","3.9000000953674001","2016-02-25 11:09:36"
"3173102","65","-5.9660577000000004","54.614986399999999","3.9000000953674001","2016-02-25 11:09:40"
"3173103","65","-5.9660622999999999","54.615031100000003","3.9000000953674001","2016-02-25 11:09:44"
"3173104","65","-5.9659744999999997","54.614686900000002","11.843000411986999","2016-02-25 11:09:48"
"3173105","65","-5.9660361999999996","54.615085499999999","3.9000000953674001","2016-02-25 11:09:54"
"3173106","65","-5.9660048999999997","54.615090199999997","3.9000000953674001","2016-02-25 11:09:58"
"3173107","65","-5.9660016999999996","54.615107500000001","3.9000000953674001","2016-02-25 11:10:02"
